Filename;Loc;Acorde;Arquivo Original
file_5514.wav;processed_audio/;B:maj;02_BN2-166-Ab_comp_hex.wav
file_5515.wav;processed_audio/;E:maj;02_BN2-166-Ab_comp_hex.wav
file_5516.wav;processed_audio/;A#:hdim7;02_BN2-166-Ab_comp_hex.wav
file_5517.wav;processed_audio/;D#:7;02_BN2-166-Ab_comp_hex.wav
file_5518.wav;processed_audio/;G#:min;02_BN2-166-Ab_comp_hex.wav
file_6599.wav;processed_audio/;C#:maj;01_Funk3-112-C#_comp_hex.wav
file_6600.wav;processed_audio/;G#:maj;01_Funk3-112-C#_comp_hex.wav
file_6601.wav;processed_audio/;A#:min;01_Funk3-112-C#_comp_hex.wav
file_6602.wav;processed_audio/;F:min;01_Funk3-112-C#_comp_hex.wav
file_6603.wav;processed_audio/;F#:maj;01_Funk3-112-C#_comp_hex.wav
file_6604.wav;processed_audio/;C#:maj;01_Funk3-112-C#_comp_hex.wav
file_6605.wav;processed_audio/;F#:maj;01_Funk3-112-C#_comp_hex.wav
file_6606.wav;processed_audio/;G#:maj;01_Funk3-112-C#_comp_hex.wav
file_6607.wav;processed_audio/;C#:maj;01_Funk3-112-C#_comp_hex.wav
file_6608.wav;processed_audio/;G#:maj;01_Funk3-112-C#_comp_hex.wav
file_6609.wav;processed_audio/;A#:min;01_Funk3-112-C#_comp_hex.wav
file_6610.wav;processed_audio/;F:min;01_Funk3-112-C#_comp_hex.wav
file_6611.wav;processed_audio/;F#:maj;01_Funk3-112-C#_comp_hex.wav
file_6612.wav;processed_audio/;C#:maj;01_Funk3-112-C#_comp_hex.wav
file_6613.wav;processed_audio/;F#:maj;01_Funk3-112-C#_comp_hex.wav
file_6614.wav;processed_audio/;G#:maj;01_Funk3-112-C#_comp_hex.wav
file_7305.wav;processed_audio/;D#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7306.wav;processed_audio/;A#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7307.wav;processed_audio/;C:min;03_Jazz3-137-Eb_comp_hex.wav
file_7308.wav;processed_audio/;G:min;03_Jazz3-137-Eb_comp_hex.wav
file_7309.wav;processed_audio/;G#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7310.wav;processed_audio/;D#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7311.wav;processed_audio/;G#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7312.wav;processed_audio/;A#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7313.wav;processed_audio/;D#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7314.wav;processed_audio/;A#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7315.wav;processed_audio/;C:min;03_Jazz3-137-Eb_comp_hex.wav
file_7316.wav;processed_audio/;G:min;03_Jazz3-137-Eb_comp_hex.wav
file_7317.wav;processed_audio/;G#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7318.wav;processed_audio/;D#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7319.wav;processed_audio/;G#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_7320.wav;processed_audio/;A#:maj;03_Jazz3-137-Eb_comp_hex.wav
file_8666.wav;processed_audio/;G#:maj;03_Funk1-114-Ab_comp_hex.wav
file_8667.wav;processed_audio/;C#:maj;03_Funk1-114-Ab_comp_hex.wav
file_8668.wav;processed_audio/;G#:maj;03_Funk1-114-Ab_comp_hex.wav
file_8669.wav;processed_audio/;D#:maj;03_Funk1-114-Ab_comp_hex.wav
file_8670.wav;processed_audio/;C#:maj;03_Funk1-114-Ab_comp_hex.wav
file_8671.wav;processed_audio/;G#:maj;03_Funk1-114-Ab_comp_hex.wav
file_9226.wav;processed_audio/;D:maj;01_Jazz1-130-D_comp_hex.wav
file_9227.wav;processed_audio/;G:maj;01_Jazz1-130-D_comp_hex.wav
file_9228.wav;processed_audio/;D:maj;01_Jazz1-130-D_comp_hex.wav
file_9229.wav;processed_audio/;A:maj;01_Jazz1-130-D_comp_hex.wav
file_9230.wav;processed_audio/;G:maj;01_Jazz1-130-D_comp_hex.wav
file_9231.wav;processed_audio/;D:maj;01_Jazz1-130-D_comp_hex.wav
file_1097.wav;processed_audio/;C#:min;02_SS2-107-Ab_comp_hex.wav
file_1098.wav;processed_audio/;F#:7;02_SS2-107-Ab_comp_hex.wav
file_1099.wav;processed_audio/;B:maj;02_SS2-107-Ab_comp_hex.wav
file_10100.wav;processed_audio/;E:maj;02_SS2-107-Ab_comp_hex.wav
file_10101.wav;processed_audio/;A#:hdim7;02_SS2-107-Ab_comp_hex.wav
file_10102.wav;processed_audio/;D#:7;02_SS2-107-Ab_comp_hex.wav
file_10103.wav;processed_audio/;G#:min;02_SS2-107-Ab_comp_hex.wav
file_10104.wav;processed_audio/;C#:min;02_SS2-107-Ab_comp_hex.wav
file_10105.wav;processed_audio/;F#:7;02_SS2-107-Ab_comp_hex.wav
file_10106.wav;processed_audio/;B:maj;02_SS2-107-Ab_comp_hex.wav
file_10107.wav;processed_audio/;E:maj;02_SS2-107-Ab_comp_hex.wav
file_10108.wav;processed_audio/;A#:hdim7;02_SS2-107-Ab_comp_hex.wav
file_10109.wav;processed_audio/;D#:7;02_SS2-107-Ab_comp_hex.wav
file_10110.wav;processed_audio/;G#:min;02_SS2-107-Ab_comp_hex.wav
file_11479.wav;processed_audio/;A#:maj;01_Rock3-117-Bb_comp_hex.wav
file_11480.wav;processed_audio/;F:maj;01_Rock3-117-Bb_comp_hex.wav
file_11481.wav;processed_audio/;G:min;01_Rock3-117-Bb_comp_hex.wav
file_11482.wav;processed_audio/;D:min;01_Rock3-117-Bb_comp_hex.wav
file_11483.wav;processed_audio/;D#:maj;01_Rock3-117-Bb_comp_hex.wav
file_11484.wav;processed_audio/;A#:maj;01_Rock3-117-Bb_comp_hex.wav
file_11485.wav;processed_audio/;D#:maj;01_Rock3-117-Bb_comp_hex.wav
file_11486.wav;processed_audio/;F:maj;01_Rock3-117-Bb_comp_hex.wav
file_11487.wav;processed_audio/;A#:maj;01_Rock3-117-Bb_comp_hex.wav
file_11488.wav;processed_audio/;F:maj;01_Rock3-117-Bb_comp_hex.wav
file_11489.wav;processed_audio/;G:min;01_Rock3-117-Bb_comp_hex.wav
file_11490.wav;processed_audio/;D:min;01_Rock3-117-Bb_comp_hex.wav
file_11491.wav;processed_audio/;D#:maj;01_Rock3-117-Bb_comp_hex.wav
file_11492.wav;processed_audio/;A#:maj;01_Rock3-117-Bb_comp_hex.wav
file_11493.wav;processed_audio/;D#:maj;01_Rock3-117-Bb_comp_hex.wav
file_11494.wav;processed_audio/;F:maj;01_Rock3-117-Bb_comp_hex.wav
file_12651.wav;processed_audio/;A#:min;00_Rock2-85-F_comp_hex.wav
file_12652.wav;processed_audio/;D#:7;00_Rock2-85-F_comp_hex.wav
file_12653.wav;processed_audio/;G#:maj;00_Rock2-85-F_comp_hex.wav
file_12654.wav;processed_audio/;C#:maj;00_Rock2-85-F_comp_hex.wav
file_12655.wav;processed_audio/;G:hdim7;00_Rock2-85-F_comp_hex.wav
file_12656.wav;processed_audio/;C:7;00_Rock2-85-F_comp_hex.wav
file_12657.wav;processed_audio/;F:min;00_Rock2-85-F_comp_hex.wav
file_12658.wav;processed_audio/;A#:min;00_Rock2-85-F_comp_hex.wav
file_12659.wav;processed_audio/;D#:7;00_Rock2-85-F_comp_hex.wav
file_12660.wav;processed_audio/;G#:maj;00_Rock2-85-F_comp_hex.wav
file_12661.wav;processed_audio/;C#:maj;00_Rock2-85-F_comp_hex.wav
file_12662.wav;processed_audio/;G:hdim7;00_Rock2-85-F_comp_hex.wav
file_12663.wav;processed_audio/;C:7;00_Rock2-85-F_comp_hex.wav
file_12664.wav;processed_audio/;F:min;00_Rock2-85-F_comp_hex.wav
file_13816.wav;processed_audio/;E:maj;04_SS1-68-E_comp_hex.wav
file_13817.wav;processed_audio/;A:maj;04_SS1-68-E_comp_hex.wav
file_13818.wav;processed_audio/;E:maj;04_SS1-68-E_comp_hex.wav
file_13819.wav;processed_audio/;B:maj;04_SS1-68-E_comp_hex.wav
file_13820.wav;processed_audio/;A:maj;04_SS1-68-E_comp_hex.wav
file_13821.wav;processed_audio/;E:maj;04_SS1-68-E_comp_hex.wav
file_14669.wav;processed_audio/;G#:min;02_Funk2-108-Eb_comp_hex.wav
file_14670.wav;processed_audio/;C#:7;02_Funk2-108-Eb_comp_hex.wav
file_14671.wav;processed_audio/;F#:maj;02_Funk2-108-Eb_comp_hex.wav
file_14672.wav;processed_audio/;B:maj;02_Funk2-108-Eb_comp_hex.wav
file_14673.wav;processed_audio/;F:hdim7;02_Funk2-108-Eb_comp_hex.wav
file_14674.wav;processed_audio/;A#:7;02_Funk2-108-Eb_comp_hex.wav
file_14675.wav;processed_audio/;D#:min;02_Funk2-108-Eb_comp_hex.wav
file_14676.wav;processed_audio/;G#:min;02_Funk2-108-Eb_comp_hex.wav
file_14677.wav;processed_audio/;C#:7;02_Funk2-108-Eb_comp_hex.wav
file_14678.wav;processed_audio/;F#:maj;02_Funk2-108-Eb_comp_hex.wav
file_14679.wav;processed_audio/;B:maj;02_Funk2-108-Eb_comp_hex.wav
file_14680.wav;processed_audio/;F:hdim7;02_Funk2-108-Eb_comp_hex.wav
file_14681.wav;processed_audio/;A#:7;02_Funk2-108-Eb_comp_hex.wav
file_14682.wav;processed_audio/;D#:min;02_Funk2-108-Eb_comp_hex.wav
file_15643.wav;processed_audio/;G:maj;01_BN3-119-G_comp_hex.wav
file_15644.wav;processed_audio/;D:maj;01_BN3-119-G_comp_hex.wav
file_15645.wav;processed_audio/;E:min;01_BN3-119-G_comp_hex.wav
file_15646.wav;processed_audio/;B:min;01_BN3-119-G_comp_hex.wav
file_15647.wav;processed_audio/;C:maj;01_BN3-119-G_comp_hex.wav
file_15648.wav;processed_audio/;G:maj;01_BN3-119-G_comp_hex.wav
file_15649.wav;processed_audio/;C:maj;01_BN3-119-G_comp_hex.wav
file_15650.wav;processed_audio/;D:maj;01_BN3-119-G_comp_hex.wav
file_15651.wav;processed_audio/;G:maj;01_BN3-119-G_comp_hex.wav
file_15652.wav;processed_audio/;D:maj;01_BN3-119-G_comp_hex.wav
file_15653.wav;processed_audio/;E:min;01_BN3-119-G_comp_hex.wav
file_15654.wav;processed_audio/;B:min;01_BN3-119-G_comp_hex.wav
file_15655.wav;processed_audio/;C:maj;01_BN3-119-G_comp_hex.wav
file_15656.wav;processed_audio/;G:maj;01_BN3-119-G_comp_hex.wav
file_15657.wav;processed_audio/;C:maj;01_BN3-119-G_comp_hex.wav
file_15658.wav;processed_audio/;D:maj;01_BN3-119-G_comp_hex.wav
file_16268.wav;processed_audio/;C:maj;03_Rock3-148-C_comp_hex.wav
file_16269.wav;processed_audio/;G:maj;03_Rock3-148-C_comp_hex.wav
file_16270.wav;processed_audio/;A:min;03_Rock3-148-C_comp_hex.wav
file_16271.wav;processed_audio/;E:min;03_Rock3-148-C_comp_hex.wav
file_16272.wav;processed_audio/;F:maj;03_Rock3-148-C_comp_hex.wav
file_16273.wav;processed_audio/;C:maj;03_Rock3-148-C_comp_hex.wav
file_16274.wav;processed_audio/;F:maj;03_Rock3-148-C_comp_hex.wav
file_16275.wav;processed_audio/;G:maj;03_Rock3-148-C_comp_hex.wav
file_16276.wav;processed_audio/;C:maj;03_Rock3-148-C_comp_hex.wav
file_16277.wav;processed_audio/;G:maj;03_Rock3-148-C_comp_hex.wav
file_16278.wav;processed_audio/;A:min;03_Rock3-148-C_comp_hex.wav
file_16279.wav;processed_audio/;E:min;03_Rock3-148-C_comp_hex.wav
file_16280.wav;processed_audio/;F:maj;03_Rock3-148-C_comp_hex.wav
file_16281.wav;processed_audio/;C:maj;03_Rock3-148-C_comp_hex.wav
file_16282.wav;processed_audio/;F:maj;03_Rock3-148-C_comp_hex.wav
file_16283.wav;processed_audio/;G:maj;03_Rock3-148-C_comp_hex.wav
file_17133.wav;processed_audio/;C:maj;02_SS3-98-C_comp_hex.wav
file_17134.wav;processed_audio/;G:maj;02_SS3-98-C_comp_hex.wav
file_17135.wav;processed_audio/;A:min;02_SS3-98-C_comp_hex.wav
file_17136.wav;processed_audio/;E:min;02_SS3-98-C_comp_hex.wav
file_17137.wav;processed_audio/;F:maj;02_SS3-98-C_comp_hex.wav
file_17138.wav;processed_audio/;C:maj;02_SS3-98-C_comp_hex.wav
file_17139.wav;processed_audio/;F:maj;02_SS3-98-C_comp_hex.wav
file_17140.wav;processed_audio/;G:maj;02_SS3-98-C_comp_hex.wav
file_17141.wav;processed_audio/;C:maj;02_SS3-98-C_comp_hex.wav
file_17142.wav;processed_audio/;G:maj;02_SS3-98-C_comp_hex.wav
file_17143.wav;processed_audio/;A:min;02_SS3-98-C_comp_hex.wav
file_17144.wav;processed_audio/;E:min;02_SS3-98-C_comp_hex.wav
file_17145.wav;processed_audio/;F:maj;02_SS3-98-C_comp_hex.wav
file_17146.wav;processed_audio/;C:maj;02_SS3-98-C_comp_hex.wav
file_17147.wav;processed_audio/;F:maj;02_SS3-98-C_comp_hex.wav
file_17148.wav;processed_audio/;G:maj;02_SS3-98-C_comp_hex.wav
file_18661.wav;processed_audio/;A:maj;03_Rock1-130-A_comp_hex.wav
file_18662.wav;processed_audio/;D:maj;03_Rock1-130-A_comp_hex.wav
file_18663.wav;processed_audio/;A:maj;03_Rock1-130-A_comp_hex.wav
file_18664.wav;processed_audio/;E:maj;03_Rock1-130-A_comp_hex.wav
file_18665.wav;processed_audio/;D:maj;03_Rock1-130-A_comp_hex.wav
file_18666.wav;processed_audio/;A:maj;03_Rock1-130-A_comp_hex.wav
file_19493.wav;processed_audio/;D#:min;00_Jazz2-110-Bb_comp_hex.wav
file_19494.wav;processed_audio/;G#:7;00_Jazz2-110-Bb_comp_hex.wav
file_19495.wav;processed_audio/;C#:maj;00_Jazz2-110-Bb_comp_hex.wav
file_19496.wav;processed_audio/;F#:maj;00_Jazz2-110-Bb_comp_hex.wav
file_19497.wav;processed_audio/;C:hdim7;00_Jazz2-110-Bb_comp_hex.wav
file_19498.wav;processed_audio/;F:7;00_Jazz2-110-Bb_comp_hex.wav
file_19499.wav;processed_audio/;A#:min;00_Jazz2-110-Bb_comp_hex.wav
file_19500.wav;processed_audio/;D#:min;00_Jazz2-110-Bb_comp_hex.wav
file_19501.wav;processed_audio/;G#:7;00_Jazz2-110-Bb_comp_hex.wav
file_19502.wav;processed_audio/;C#:maj;00_Jazz2-110-Bb_comp_hex.wav
file_19503.wav;processed_audio/;F#:maj;00_Jazz2-110-Bb_comp_hex.wav
file_19504.wav;processed_audio/;C:hdim7;00_Jazz2-110-Bb_comp_hex.wav
file_19505.wav;processed_audio/;F:7;00_Jazz2-110-Bb_comp_hex.wav
file_19506.wav;processed_audio/;A#:min;00_Jazz2-110-Bb_comp_hex.wav
file_20354.wav;processed_audio/;E:maj;05_BN3-154-E_comp_hex.wav
file_20355.wav;processed_audio/;B:maj;05_BN3-154-E_comp_hex.wav
file_20356.wav;processed_audio/;C#:min;05_BN3-154-E_comp_hex.wav
file_20357.wav;processed_audio/;G#:min;05_BN3-154-E_comp_hex.wav
file_20358.wav;processed_audio/;A:maj;05_BN3-154-E_comp_hex.wav
file_20359.wav;processed_audio/;E:maj;05_BN3-154-E_comp_hex.wav
file_20360.wav;processed_audio/;A:maj;05_BN3-154-E_comp_hex.wav
file_20361.wav;processed_audio/;B:maj;05_BN3-154-E_comp_hex.wav
file_20362.wav;processed_audio/;E:maj;05_BN3-154-E_comp_hex.wav
file_20363.wav;processed_audio/;B:maj;05_BN3-154-E_comp_hex.wav
file_20364.wav;processed_audio/;C#:min;05_BN3-154-E_comp_hex.wav
file_20365.wav;processed_audio/;G#:min;05_BN3-154-E_comp_hex.wav
file_20366.wav;processed_audio/;A:maj;05_BN3-154-E_comp_hex.wav
file_20367.wav;processed_audio/;E:maj;05_BN3-154-E_comp_hex.wav
file_20368.wav;processed_audio/;A:maj;05_BN3-154-E_comp_hex.wav
file_20369.wav;processed_audio/;B:maj;05_BN3-154-E_comp_hex.wav
file_21797.wav;processed_audio/;G#:min;05_Funk2-108-Eb_comp_hex.wav
file_21798.wav;processed_audio/;C#:7;05_Funk2-108-Eb_comp_hex.wav
file_21799.wav;processed_audio/;F#:maj;05_Funk2-108-Eb_comp_hex.wav
file_21800.wav;processed_audio/;B:maj;05_Funk2-108-Eb_comp_hex.wav
file_21801.wav;processed_audio/;F:hdim7;05_Funk2-108-Eb_comp_hex.wav
file_21802.wav;processed_audio/;A#:7;05_Funk2-108-Eb_comp_hex.wav
file_21803.wav;processed_audio/;D#:min;05_Funk2-108-Eb_comp_hex.wav
file_21804.wav;processed_audio/;G#:min;05_Funk2-108-Eb_comp_hex.wav
file_21805.wav;processed_audio/;C#:7;05_Funk2-108-Eb_comp_hex.wav
file_21806.wav;processed_audio/;F#:maj;05_Funk2-108-Eb_comp_hex.wav
file_21807.wav;processed_audio/;B:maj;05_Funk2-108-Eb_comp_hex.wav
file_21808.wav;processed_audio/;F:hdim7;05_Funk2-108-Eb_comp_hex.wav
file_21809.wav;processed_audio/;A#:7;05_Funk2-108-Eb_comp_hex.wav
file_21810.wav;processed_audio/;D#:min;05_Funk2-108-Eb_comp_hex.wav
file_22986.wav;processed_audio/;A#:min;04_Rock2-85-F_comp_hex.wav
file_22987.wav;processed_audio/;D#:7;04_Rock2-85-F_comp_hex.wav
file_22988.wav;processed_audio/;G#:maj;04_Rock2-85-F_comp_hex.wav
file_22989.wav;processed_audio/;C#:maj;04_Rock2-85-F_comp_hex.wav
file_22990.wav;processed_audio/;G:hdim7;04_Rock2-85-F_comp_hex.wav
file_22991.wav;processed_audio/;C:7;04_Rock2-85-F_comp_hex.wav
file_22992.wav;processed_audio/;F:min;04_Rock2-85-F_comp_hex.wav
file_22993.wav;processed_audio/;A#:min;04_Rock2-85-F_comp_hex.wav
file_22994.wav;processed_audio/;D#:7;04_Rock2-85-F_comp_hex.wav
file_22995.wav;processed_audio/;G#:maj;04_Rock2-85-F_comp_hex.wav
file_22996.wav;processed_audio/;C#:maj;04_Rock2-85-F_comp_hex.wav
file_22997.wav;processed_audio/;G:hdim7;04_Rock2-85-F_comp_hex.wav
file_22998.wav;processed_audio/;C:7;04_Rock2-85-F_comp_hex.wav
file_22999.wav;processed_audio/;F:min;04_Rock2-85-F_comp_hex.wav
file_23157.wav;processed_audio/;C#:maj;00_Rock1-90-C#_comp_hex.wav
file_23158.wav;processed_audio/;F#:maj;00_Rock1-90-C#_comp_hex.wav
file_23159.wav;processed_audio/;C#:maj;00_Rock1-90-C#_comp_hex.wav
file_23160.wav;processed_audio/;G#:maj;00_Rock1-90-C#_comp_hex.wav
file_23161.wav;processed_audio/;F#:maj;00_Rock1-90-C#_comp_hex.wav
file_23162.wav;processed_audio/;C#:maj;00_Rock1-90-C#_comp_hex.wav
file_24220.wav;processed_audio/;A#:min;03_SS2-88-F_comp_hex.wav
file_24221.wav;processed_audio/;D#:7;03_SS2-88-F_comp_hex.wav
file_24222.wav;processed_audio/;G#:maj;03_SS2-88-F_comp_hex.wav
file_24223.wav;processed_audio/;C#:maj;03_SS2-88-F_comp_hex.wav
file_24224.wav;processed_audio/;G:hdim7;03_SS2-88-F_comp_hex.wav
file_24225.wav;processed_audio/;C:7;03_SS2-88-F_comp_hex.wav
file_24226.wav;processed_audio/;F:min;03_SS2-88-F_comp_hex.wav
file_24227.wav;processed_audio/;A#:min;03_SS2-88-F_comp_hex.wav
file_24228.wav;processed_audio/;D#:7;03_SS2-88-F_comp_hex.wav
file_24229.wav;processed_audio/;G#:maj;03_SS2-88-F_comp_hex.wav
file_24230.wav;processed_audio/;C#:maj;03_SS2-88-F_comp_hex.wav
file_24231.wav;processed_audio/;G:hdim7;03_SS2-88-F_comp_hex.wav
file_24232.wav;processed_audio/;C:7;03_SS2-88-F_comp_hex.wav
file_24233.wav;processed_audio/;F:min;03_SS2-88-F_comp_hex.wav
file_25425.wav;processed_audio/;C#:maj;02_SS1-100-C#_comp_hex.wav
file_25426.wav;processed_audio/;F#:maj;02_SS1-100-C#_comp_hex.wav
file_25427.wav;processed_audio/;C#:maj;02_SS1-100-C#_comp_hex.wav
file_25428.wav;processed_audio/;G#:maj;02_SS1-100-C#_comp_hex.wav
file_25429.wav;processed_audio/;F#:maj;02_SS1-100-C#_comp_hex.wav
file_25430.wav;processed_audio/;C#:maj;02_SS1-100-C#_comp_hex.wav
file_26844.wav;processed_audio/;G:maj;02_BN3-119-G_comp_hex.wav
file_26845.wav;processed_audio/;D:maj;02_BN3-119-G_comp_hex.wav
file_26846.wav;processed_audio/;E:min;02_BN3-119-G_comp_hex.wav
file_26847.wav;processed_audio/;B:min;02_BN3-119-G_comp_hex.wav
file_26848.wav;processed_audio/;C:maj;02_BN3-119-G_comp_hex.wav
file_26849.wav;processed_audio/;G:maj;02_BN3-119-G_comp_hex.wav
file_26850.wav;processed_audio/;C:maj;02_BN3-119-G_comp_hex.wav
file_26851.wav;processed_audio/;D:maj;02_BN3-119-G_comp_hex.wav
file_26852.wav;processed_audio/;G:maj;02_BN3-119-G_comp_hex.wav
file_26853.wav;processed_audio/;D:maj;02_BN3-119-G_comp_hex.wav
file_26854.wav;processed_audio/;E:min;02_BN3-119-G_comp_hex.wav
file_26855.wav;processed_audio/;B:min;02_BN3-119-G_comp_hex.wav
file_26856.wav;processed_audio/;C:maj;02_BN3-119-G_comp_hex.wav
file_26857.wav;processed_audio/;G:maj;02_BN3-119-G_comp_hex.wav
file_26858.wav;processed_audio/;C:maj;02_BN3-119-G_comp_hex.wav
file_26859.wav;processed_audio/;D:maj;02_BN3-119-G_comp_hex.wav
file_27164.wav;processed_audio/;C#:maj;04_Rock1-90-C#_comp_hex.wav
file_27165.wav;processed_audio/;F#:maj;04_Rock1-90-C#_comp_hex.wav
file_27166.wav;processed_audio/;C#:maj;04_Rock1-90-C#_comp_hex.wav
file_27167.wav;processed_audio/;G#:maj;04_Rock1-90-C#_comp_hex.wav
file_27168.wav;processed_audio/;F#:maj;04_Rock1-90-C#_comp_hex.wav
file_27169.wav;processed_audio/;C#:maj;04_Rock1-90-C#_comp_hex.wav
file_28995.wav;processed_audio/;C:min;02_Funk2-119-G_comp_hex.wav
file_28996.wav;processed_audio/;F:7;02_Funk2-119-G_comp_hex.wav
file_28997.wav;processed_audio/;A#:maj;02_Funk2-119-G_comp_hex.wav
file_28998.wav;processed_audio/;D#:maj;02_Funk2-119-G_comp_hex.wav
file_28999.wav;processed_audio/;A:hdim7;02_Funk2-119-G_comp_hex.wav
file_281000.wav;processed_audio/;D:7;02_Funk2-119-G_comp_hex.wav
file_281001.wav;processed_audio/;G:min;02_Funk2-119-G_comp_hex.wav
file_281002.wav;processed_audio/;C:min;02_Funk2-119-G_comp_hex.wav
file_281003.wav;processed_audio/;F:7;02_Funk2-119-G_comp_hex.wav
file_281004.wav;processed_audio/;A#:maj;02_Funk2-119-G_comp_hex.wav
