Filename,Loc,Acorde,Arquivo Original,most_freq
file_3885.wav,processed_audio/,B:maj,01_BN3-154-E_comp_hex.wav,0
file_3886.wav,processed_audio/,C#:min,01_BN3-154-E_comp_hex.wav,0
file_3887.wav,processed_audio/,G#:min,01_BN3-154-E_comp_hex.wav,0
file_3888.wav,processed_audio/,A:maj,01_BN3-154-E_comp_hex.wav,0
file_3889.wav,processed_audio/,E:maj,01_BN3-154-E_comp_hex.wav,1
file_3890.wav,processed_audio/,A:maj,01_BN3-154-E_comp_hex.wav,0
file_3891.wav,processed_audio/,B:maj,01_BN3-154-E_comp_hex.wav,0
file_4432.wav,processed_audio/,B:min,02_Jazz2-187-F#_comp_hex.wav,0
file_4433.wav,processed_audio/,E:7,02_Jazz2-187-F#_comp_hex.wav,0
file_4434.wav,processed_audio/,A:maj,02_Jazz2-187-F#_comp_hex.wav,0
file_4435.wav,processed_audio/,D:maj,02_Jazz2-187-F#_comp_hex.wav,1
file_4436.wav,processed_audio/,G#:hdim7,02_Jazz2-187-F#_comp_hex.wav,0
file_4437.wav,processed_audio/,C#:7,02_Jazz2-187-F#_comp_hex.wav,0
file_4438.wav,processed_audio/,F#:min,02_Jazz2-187-F#_comp_hex.wav,0
file_4439.wav,processed_audio/,B:min,02_Jazz2-187-F#_comp_hex.wav,0
file_4440.wav,processed_audio/,E:7,02_Jazz2-187-F#_comp_hex.wav,0
file_4441.wav,processed_audio/,A:maj,02_Jazz2-187-F#_comp_hex.wav,0
file_4442.wav,processed_audio/,D:maj,02_Jazz2-187-F#_comp_hex.wav,1
file_4443.wav,processed_audio/,G#:hdim7,02_Jazz2-187-F#_comp_hex.wav,0
file_4444.wav,processed_audio/,C#:7,02_Jazz2-187-F#_comp_hex.wav,0
file_4445.wav,processed_audio/,F#:min,02_Jazz2-187-F#_comp_hex.wav,0
file_5380.wav,processed_audio/,C#:min,02_BN2-166-Ab_comp_hex.wav,0
file_5381.wav,processed_audio/,F#:7,02_BN2-166-Ab_comp_hex.wav,0
file_5382.wav,processed_audio/,B:maj,02_BN2-166-Ab_comp_hex.wav,0
file_5383.wav,processed_audio/,E:maj,02_BN2-166-Ab_comp_hex.wav,1
file_5384.wav,processed_audio/,A#:hdim7,02_BN2-166-Ab_comp_hex.wav,0
file_5385.wav,processed_audio/,D#:7,02_BN2-166-Ab_comp_hex.wav,0
file_5386.wav,processed_audio/,G#:min,02_BN2-166-Ab_comp_hex.wav,0
file_5387.wav,processed_audio/,C#:min,02_BN2-166-Ab_comp_hex.wav,0
file_5388.wav,processed_audio/,F#:7,02_BN2-166-Ab_comp_hex.wav,0
file_5389.wav,processed_audio/,B:maj,02_BN2-166-Ab_comp_hex.wav,0
file_5390.wav,processed_audio/,E:maj,02_BN2-166-Ab_comp_hex.wav,1
file_5391.wav,processed_audio/,A#:hdim7,02_BN2-166-Ab_comp_hex.wav,0
file_5392.wav,processed_audio/,D#:7,02_BN2-166-Ab_comp_hex.wav,0
file_5393.wav,processed_audio/,G#:min,02_BN2-166-Ab_comp_hex.wav,0
file_6530.wav,processed_audio/,C#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6531.wav,processed_audio/,G#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6532.wav,processed_audio/,A#:min,01_Funk3-112-C#_comp_hex.wav,0
file_6533.wav,processed_audio/,F:min,01_Funk3-112-C#_comp_hex.wav,0
file_6534.wav,processed_audio/,F#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6535.wav,processed_audio/,C#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6536.wav,processed_audio/,F#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6537.wav,processed_audio/,G#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6538.wav,processed_audio/,C#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6539.wav,processed_audio/,G#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6540.wav,processed_audio/,A#:min,01_Funk3-112-C#_comp_hex.wav,0
file_6541.wav,processed_audio/,F:min,01_Funk3-112-C#_comp_hex.wav,0
file_6542.wav,processed_audio/,F#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6543.wav,processed_audio/,C#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6544.wav,processed_audio/,F#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_6545.wav,processed_audio/,G#:maj,01_Funk3-112-C#_comp_hex.wav,1
file_7380.wav,processed_audio/,D#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7381.wav,processed_audio/,A#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7382.wav,processed_audio/,C:min,03_Jazz3-137-Eb_comp_hex.wav,0
file_7383.wav,processed_audio/,G:min,03_Jazz3-137-Eb_comp_hex.wav,0
file_7384.wav,processed_audio/,G#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7385.wav,processed_audio/,D#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7386.wav,processed_audio/,G#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7387.wav,processed_audio/,A#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7388.wav,processed_audio/,D#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7389.wav,processed_audio/,A#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7390.wav,processed_audio/,C:min,03_Jazz3-137-Eb_comp_hex.wav,0
file_7391.wav,processed_audio/,G:min,03_Jazz3-137-Eb_comp_hex.wav,0
file_7392.wav,processed_audio/,G#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7393.wav,processed_audio/,D#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7394.wav,processed_audio/,G#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_7395.wav,processed_audio/,A#:maj,03_Jazz3-137-Eb_comp_hex.wav,1
file_8155.wav,processed_audio/,G#:maj,03_Funk1-114-Ab_comp_hex.wav,1
file_8156.wav,processed_audio/,C#:maj,03_Funk1-114-Ab_comp_hex.wav,1
file_8157.wav,processed_audio/,G#:maj,03_Funk1-114-Ab_comp_hex.wav,1
file_8158.wav,processed_audio/,D#:maj,03_Funk1-114-Ab_comp_hex.wav,1
file_8159.wav,processed_audio/,C#:maj,03_Funk1-114-Ab_comp_hex.wav,1
file_8160.wav,processed_audio/,G#:maj,03_Funk1-114-Ab_comp_hex.wav,1
file_9600.wav,processed_audio/,D:maj,01_Jazz1-130-D_comp_hex.wav,1
file_9601.wav,processed_audio/,G:maj,01_Jazz1-130-D_comp_hex.wav,1
file_9602.wav,processed_audio/,D:maj,01_Jazz1-130-D_comp_hex.wav,1
file_9603.wav,processed_audio/,A:maj,01_Jazz1-130-D_comp_hex.wav,0
file_9604.wav,processed_audio/,G:maj,01_Jazz1-130-D_comp_hex.wav,1
file_9605.wav,processed_audio/,D:maj,01_Jazz1-130-D_comp_hex.wav,1
file_10430.wav,processed_audio/,C#:min,02_SS2-107-Ab_comp_hex.wav,0
file_10431.wav,processed_audio/,F#:7,02_SS2-107-Ab_comp_hex.wav,0
file_10432.wav,processed_audio/,B:maj,02_SS2-107-Ab_comp_hex.wav,0
file_10433.wav,processed_audio/,E:maj,02_SS2-107-Ab_comp_hex.wav,1
file_10434.wav,processed_audio/,A#:hdim7,02_SS2-107-Ab_comp_hex.wav,0
file_10435.wav,processed_audio/,D#:7,02_SS2-107-Ab_comp_hex.wav,0
file_10436.wav,processed_audio/,G#:min,02_SS2-107-Ab_comp_hex.wav,0
file_10437.wav,processed_audio/,C#:min,02_SS2-107-Ab_comp_hex.wav,0
file_10438.wav,processed_audio/,F#:7,02_SS2-107-Ab_comp_hex.wav,0
file_10439.wav,processed_audio/,B:maj,02_SS2-107-Ab_comp_hex.wav,0
file_10440.wav,processed_audio/,E:maj,02_SS2-107-Ab_comp_hex.wav,1
file_10441.wav,processed_audio/,A#:hdim7,02_SS2-107-Ab_comp_hex.wav,0
file_10442.wav,processed_audio/,D#:7,02_SS2-107-Ab_comp_hex.wav,0
file_10443.wav,processed_audio/,G#:min,02_SS2-107-Ab_comp_hex.wav,0
file_11824.wav,processed_audio/,A#:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11825.wav,processed_audio/,F:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11826.wav,processed_audio/,G:min,01_Rock3-117-Bb_comp_hex.wav,0
file_11827.wav,processed_audio/,D:min,01_Rock3-117-Bb_comp_hex.wav,0
file_11828.wav,processed_audio/,D#:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11829.wav,processed_audio/,A#:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11830.wav,processed_audio/,D#:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11831.wav,processed_audio/,F:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11832.wav,processed_audio/,A#:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11833.wav,processed_audio/,F:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11834.wav,processed_audio/,G:min,01_Rock3-117-Bb_comp_hex.wav,0
file_11835.wav,processed_audio/,D:min,01_Rock3-117-Bb_comp_hex.wav,0
file_11836.wav,processed_audio/,D#:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11837.wav,processed_audio/,A#:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11838.wav,processed_audio/,D#:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_11839.wav,processed_audio/,F:maj,01_Rock3-117-Bb_comp_hex.wav,1
file_12667.wav,processed_audio/,A#:min,00_Rock2-85-F_comp_hex.wav,0
file_12668.wav,processed_audio/,D#:7,00_Rock2-85-F_comp_hex.wav,0
file_12669.wav,processed_audio/,G#:maj,00_Rock2-85-F_comp_hex.wav,1
file_12670.wav,processed_audio/,C#:maj,00_Rock2-85-F_comp_hex.wav,1
file_12671.wav,processed_audio/,G:hdim7,00_Rock2-85-F_comp_hex.wav,0
file_12672.wav,processed_audio/,C:7,00_Rock2-85-F_comp_hex.wav,0
file_12673.wav,processed_audio/,F:min,00_Rock2-85-F_comp_hex.wav,0
file_12674.wav,processed_audio/,A#:min,00_Rock2-85-F_comp_hex.wav,0
file_12675.wav,processed_audio/,D#:7,00_Rock2-85-F_comp_hex.wav,0
file_12676.wav,processed_audio/,G#:maj,00_Rock2-85-F_comp_hex.wav,1
file_12677.wav,processed_audio/,C#:maj,00_Rock2-85-F_comp_hex.wav,1
file_12678.wav,processed_audio/,G:hdim7,00_Rock2-85-F_comp_hex.wav,0
file_12679.wav,processed_audio/,C:7,00_Rock2-85-F_comp_hex.wav,0
file_12680.wav,processed_audio/,F:min,00_Rock2-85-F_comp_hex.wav,0
file_13705.wav,processed_audio/,E:maj,04_SS1-68-E_comp_hex.wav,1
file_13706.wav,processed_audio/,A:maj,04_SS1-68-E_comp_hex.wav,0
file_13707.wav,processed_audio/,E:maj,04_SS1-68-E_comp_hex.wav,1
file_13708.wav,processed_audio/,B:maj,04_SS1-68-E_comp_hex.wav,0
file_13709.wav,processed_audio/,A:maj,04_SS1-68-E_comp_hex.wav,0
file_13710.wav,processed_audio/,E:maj,04_SS1-68-E_comp_hex.wav,1
file_14486.wav,processed_audio/,G#:min,02_Funk2-108-Eb_comp_hex.wav,0
file_14487.wav,processed_audio/,C#:7,02_Funk2-108-Eb_comp_hex.wav,0
file_14488.wav,processed_audio/,F#:maj,02_Funk2-108-Eb_comp_hex.wav,1
file_14489.wav,processed_audio/,B:maj,02_Funk2-108-Eb_comp_hex.wav,0
file_14490.wav,processed_audio/,F:hdim7,02_Funk2-108-Eb_comp_hex.wav,0
file_14491.wav,processed_audio/,A#:7,02_Funk2-108-Eb_comp_hex.wav,0
file_14492.wav,processed_audio/,D#:min,02_Funk2-108-Eb_comp_hex.wav,0
file_14493.wav,processed_audio/,G#:min,02_Funk2-108-Eb_comp_hex.wav,0
file_14494.wav,processed_audio/,C#:7,02_Funk2-108-Eb_comp_hex.wav,0
file_14495.wav,processed_audio/,F#:maj,02_Funk2-108-Eb_comp_hex.wav,1
file_14496.wav,processed_audio/,B:maj,02_Funk2-108-Eb_comp_hex.wav,0
file_14497.wav,processed_audio/,F:hdim7,02_Funk2-108-Eb_comp_hex.wav,0
file_14498.wav,processed_audio/,A#:7,02_Funk2-108-Eb_comp_hex.wav,0
file_14499.wav,processed_audio/,D#:min,02_Funk2-108-Eb_comp_hex.wav,0
file_15503.wav,processed_audio/,G:maj,01_BN3-119-G_comp_hex.wav,1
file_15504.wav,processed_audio/,D:maj,01_BN3-119-G_comp_hex.wav,1
file_15505.wav,processed_audio/,E:min,01_BN3-119-G_comp_hex.wav,0
file_15506.wav,processed_audio/,B:min,01_BN3-119-G_comp_hex.wav,0
file_15507.wav,processed_audio/,C:maj,01_BN3-119-G_comp_hex.wav,1
file_15508.wav,processed_audio/,G:maj,01_BN3-119-G_comp_hex.wav,1
file_15509.wav,processed_audio/,C:maj,01_BN3-119-G_comp_hex.wav,1
file_15510.wav,processed_audio/,D:maj,01_BN3-119-G_comp_hex.wav,1
file_15511.wav,processed_audio/,G:maj,01_BN3-119-G_comp_hex.wav,1
file_15512.wav,processed_audio/,D:maj,01_BN3-119-G_comp_hex.wav,1
file_15513.wav,processed_audio/,E:min,01_BN3-119-G_comp_hex.wav,0
file_15514.wav,processed_audio/,B:min,01_BN3-119-G_comp_hex.wav,0
file_15515.wav,processed_audio/,C:maj,01_BN3-119-G_comp_hex.wav,1
file_15516.wav,processed_audio/,G:maj,01_BN3-119-G_comp_hex.wav,1
file_15517.wav,processed_audio/,C:maj,01_BN3-119-G_comp_hex.wav,1
file_15518.wav,processed_audio/,D:maj,01_BN3-119-G_comp_hex.wav,1
file_16866.wav,processed_audio/,C:maj,03_Rock3-148-C_comp_hex.wav,1
file_16867.wav,processed_audio/,G:maj,03_Rock3-148-C_comp_hex.wav,1
file_16868.wav,processed_audio/,A:min,03_Rock3-148-C_comp_hex.wav,0
file_16869.wav,processed_audio/,E:min,03_Rock3-148-C_comp_hex.wav,0
file_16870.wav,processed_audio/,F:maj,03_Rock3-148-C_comp_hex.wav,1
file_16871.wav,processed_audio/,C:maj,03_Rock3-148-C_comp_hex.wav,1
file_16872.wav,processed_audio/,F:maj,03_Rock3-148-C_comp_hex.wav,1
file_16873.wav,processed_audio/,G:maj,03_Rock3-148-C_comp_hex.wav,1
file_16874.wav,processed_audio/,C:maj,03_Rock3-148-C_comp_hex.wav,1
file_16875.wav,processed_audio/,G:maj,03_Rock3-148-C_comp_hex.wav,1
file_16876.wav,processed_audio/,A:min,03_Rock3-148-C_comp_hex.wav,0
file_16877.wav,processed_audio/,E:min,03_Rock3-148-C_comp_hex.wav,0
file_16878.wav,processed_audio/,F:maj,03_Rock3-148-C_comp_hex.wav,1
file_16879.wav,processed_audio/,C:maj,03_Rock3-148-C_comp_hex.wav,1
file_16880.wav,processed_audio/,F:maj,03_Rock3-148-C_comp_hex.wav,1
file_16881.wav,processed_audio/,G:maj,03_Rock3-148-C_comp_hex.wav,1
file_17304.wav,processed_audio/,C:maj,02_SS3-98-C_comp_hex.wav,1
file_17305.wav,processed_audio/,G:maj,02_SS3-98-C_comp_hex.wav,1
file_17306.wav,processed_audio/,A:min,02_SS3-98-C_comp_hex.wav,0
file_17307.wav,processed_audio/,E:min,02_SS3-98-C_comp_hex.wav,0
file_17308.wav,processed_audio/,F:maj,02_SS3-98-C_comp_hex.wav,1
file_17309.wav,processed_audio/,C:maj,02_SS3-98-C_comp_hex.wav,1
file_17310.wav,processed_audio/,F:maj,02_SS3-98-C_comp_hex.wav,1
file_17311.wav,processed_audio/,G:maj,02_SS3-98-C_comp_hex.wav,1
file_17312.wav,processed_audio/,C:maj,02_SS3-98-C_comp_hex.wav,1
file_17313.wav,processed_audio/,G:maj,02_SS3-98-C_comp_hex.wav,1
file_17314.wav,processed_audio/,A:min,02_SS3-98-C_comp_hex.wav,0
file_17315.wav,processed_audio/,E:min,02_SS3-98-C_comp_hex.wav,0
file_17316.wav,processed_audio/,F:maj,02_SS3-98-C_comp_hex.wav,1
file_17317.wav,processed_audio/,C:maj,02_SS3-98-C_comp_hex.wav,1
file_17318.wav,processed_audio/,F:maj,02_SS3-98-C_comp_hex.wav,1
file_17319.wav,processed_audio/,G:maj,02_SS3-98-C_comp_hex.wav,1
file_18500.wav,processed_audio/,A:maj,03_Rock1-130-A_comp_hex.wav,0
file_18501.wav,processed_audio/,D:maj,03_Rock1-130-A_comp_hex.wav,1
file_18502.wav,processed_audio/,A:maj,03_Rock1-130-A_comp_hex.wav,0
file_18503.wav,processed_audio/,E:maj,03_Rock1-130-A_comp_hex.wav,1
file_18504.wav,processed_audio/,D:maj,03_Rock1-130-A_comp_hex.wav,1
file_18505.wav,processed_audio/,A:maj,03_Rock1-130-A_comp_hex.wav,0
file_19761.wav,processed_audio/,D#:min,00_Jazz2-110-Bb_comp_hex.wav,0
file_19762.wav,processed_audio/,G#:7,00_Jazz2-110-Bb_comp_hex.wav,0
file_19763.wav,processed_audio/,C#:maj,00_Jazz2-110-Bb_comp_hex.wav,1
file_19764.wav,processed_audio/,F#:maj,00_Jazz2-110-Bb_comp_hex.wav,1
file_19765.wav,processed_audio/,C:hdim7,00_Jazz2-110-Bb_comp_hex.wav,0
file_19766.wav,processed_audio/,F:7,00_Jazz2-110-Bb_comp_hex.wav,0
file_19767.wav,processed_audio/,A#:min,00_Jazz2-110-Bb_comp_hex.wav,0
file_19768.wav,processed_audio/,D#:min,00_Jazz2-110-Bb_comp_hex.wav,0
file_19769.wav,processed_audio/,G#:7,00_Jazz2-110-Bb_comp_hex.wav,0
file_19770.wav,processed_audio/,C#:maj,00_Jazz2-110-Bb_comp_hex.wav,1
file_19771.wav,processed_audio/,F#:maj,00_Jazz2-110-Bb_comp_hex.wav,1
file_19772.wav,processed_audio/,C:hdim7,00_Jazz2-110-Bb_comp_hex.wav,0
file_19773.wav,processed_audio/,F:7,00_Jazz2-110-Bb_comp_hex.wav,0
file_19774.wav,processed_audio/,A#:min,00_Jazz2-110-Bb_comp_hex.wav,0
file_2061.wav,processed_audio/,E:maj,05_BN3-154-E_comp_hex.wav,1
file_2062.wav,processed_audio/,B:maj,05_BN3-154-E_comp_hex.wav,0
file_2063.wav,processed_audio/,C#:min,05_BN3-154-E_comp_hex.wav,0
file_2064.wav,processed_audio/,G#:min,05_BN3-154-E_comp_hex.wav,0
file_2065.wav,processed_audio/,A:maj,05_BN3-154-E_comp_hex.wav,0
file_2066.wav,processed_audio/,E:maj,05_BN3-154-E_comp_hex.wav,1
file_2067.wav,processed_audio/,A:maj,05_BN3-154-E_comp_hex.wav,0
file_2068.wav,processed_audio/,B:maj,05_BN3-154-E_comp_hex.wav,0
file_2069.wav,processed_audio/,E:maj,05_BN3-154-E_comp_hex.wav,1
file_2070.wav,processed_audio/,B:maj,05_BN3-154-E_comp_hex.wav,0
file_2071.wav,processed_audio/,C#:min,05_BN3-154-E_comp_hex.wav,0
file_2072.wav,processed_audio/,G#:min,05_BN3-154-E_comp_hex.wav,0
file_2073.wav,processed_audio/,A:maj,05_BN3-154-E_comp_hex.wav,0
file_2074.wav,processed_audio/,E:maj,05_BN3-154-E_comp_hex.wav,1
file_2075.wav,processed_audio/,A:maj,05_BN3-154-E_comp_hex.wav,0
file_2076.wav,processed_audio/,B:maj,05_BN3-154-E_comp_hex.wav,0
file_21557.wav,processed_audio/,G#:min,05_Funk2-108-Eb_comp_hex.wav,0
file_21558.wav,processed_audio/,C#:7,05_Funk2-108-Eb_comp_hex.wav,0
file_21559.wav,processed_audio/,F#:maj,05_Funk2-108-Eb_comp_hex.wav,1
file_21560.wav,processed_audio/,B:maj,05_Funk2-108-Eb_comp_hex.wav,0
file_21561.wav,processed_audio/,F:hdim7,05_Funk2-108-Eb_comp_hex.wav,0
file_21562.wav,processed_audio/,A#:7,05_Funk2-108-Eb_comp_hex.wav,0
file_21563.wav,processed_audio/,D#:min,05_Funk2-108-Eb_comp_hex.wav,0
file_21564.wav,processed_audio/,G#:min,05_Funk2-108-Eb_comp_hex.wav,0
file_21565.wav,processed_audio/,C#:7,05_Funk2-108-Eb_comp_hex.wav,0
file_21566.wav,processed_audio/,F#:maj,05_Funk2-108-Eb_comp_hex.wav,1
file_21567.wav,processed_audio/,B:maj,05_Funk2-108-Eb_comp_hex.wav,0
file_21568.wav,processed_audio/,F:hdim7,05_Funk2-108-Eb_comp_hex.wav,0
file_21569.wav,processed_audio/,A#:7,05_Funk2-108-Eb_comp_hex.wav,0
file_21570.wav,processed_audio/,D#:min,05_Funk2-108-Eb_comp_hex.wav,0
file_22841.wav,processed_audio/,A#:min,04_Rock2-85-F_comp_hex.wav,0
file_22842.wav,processed_audio/,D#:7,04_Rock2-85-F_comp_hex.wav,0
file_22843.wav,processed_audio/,G#:maj,04_Rock2-85-F_comp_hex.wav,1
file_22844.wav,processed_audio/,C#:maj,04_Rock2-85-F_comp_hex.wav,1
file_22845.wav,processed_audio/,G:hdim7,04_Rock2-85-F_comp_hex.wav,0
file_22846.wav,processed_audio/,C:7,04_Rock2-85-F_comp_hex.wav,0
file_22847.wav,processed_audio/,F:min,04_Rock2-85-F_comp_hex.wav,0
file_22848.wav,processed_audio/,A#:min,04_Rock2-85-F_comp_hex.wav,0
file_22849.wav,processed_audio/,D#:7,04_Rock2-85-F_comp_hex.wav,0
file_22850.wav,processed_audio/,G#:maj,04_Rock2-85-F_comp_hex.wav,1
file_22851.wav,processed_audio/,C#:maj,04_Rock2-85-F_comp_hex.wav,1
file_22852.wav,processed_audio/,G:hdim7,04_Rock2-85-F_comp_hex.wav,0
file_22853.wav,processed_audio/,C:7,04_Rock2-85-F_comp_hex.wav,0
file_22854.wav,processed_audio/,F:min,04_Rock2-85-F_comp_hex.wav,0
file_23673.wav,processed_audio/,C#:maj,00_Rock1-90-C#_comp_hex.wav,1
file_23674.wav,processed_audio/,F#:maj,00_Rock1-90-C#_comp_hex.wav,1
file_23675.wav,processed_audio/,C#:maj,00_Rock1-90-C#_comp_hex.wav,1
file_23676.wav,processed_audio/,G#:maj,00_Rock1-90-C#_comp_hex.wav,1
file_23677.wav,processed_audio/,F#:maj,00_Rock1-90-C#_comp_hex.wav,1
file_23678.wav,processed_audio/,C#:maj,00_Rock1-90-C#_comp_hex.wav,1
file_2434.wav,processed_audio/,A#:min,03_SS2-88-F_comp_hex.wav,0
file_2435.wav,processed_audio/,D#:7,03_SS2-88-F_comp_hex.wav,0
file_2436.wav,processed_audio/,G#:maj,03_SS2-88-F_comp_hex.wav,1
file_2437.wav,processed_audio/,C#:maj,03_SS2-88-F_comp_hex.wav,1
file_2438.wav,processed_audio/,G:hdim7,03_SS2-88-F_comp_hex.wav,0
file_2439.wav,processed_audio/,C:7,03_SS2-88-F_comp_hex.wav,0
file_2440.wav,processed_audio/,F:min,03_SS2-88-F_comp_hex.wav,0
file_2441.wav,processed_audio/,A#:min,03_SS2-88-F_comp_hex.wav,0
file_2442.wav,processed_audio/,D#:7,03_SS2-88-F_comp_hex.wav,0
file_2443.wav,processed_audio/,G#:maj,03_SS2-88-F_comp_hex.wav,1
file_2444.wav,processed_audio/,C#:maj,03_SS2-88-F_comp_hex.wav,1
file_2445.wav,processed_audio/,G:hdim7,03_SS2-88-F_comp_hex.wav,0
file_2446.wav,processed_audio/,C:7,03_SS2-88-F_comp_hex.wav,0
file_2447.wav,processed_audio/,F:min,03_SS2-88-F_comp_hex.wav,0
file_25677.wav,processed_audio/,C#:maj,02_SS1-100-C#_comp_hex.wav,1
file_25678.wav,processed_audio/,F#:maj,02_SS1-100-C#_comp_hex.wav,1
file_25679.wav,processed_audio/,C#:maj,02_SS1-100-C#_comp_hex.wav,1
file_25680.wav,processed_audio/,G#:maj,02_SS1-100-C#_comp_hex.wav,1
file_25681.wav,processed_audio/,F#:maj,02_SS1-100-C#_comp_hex.wav,1
file_25682.wav,processed_audio/,C#:maj,02_SS1-100-C#_comp_hex.wav,1
file_26694.wav,processed_audio/,G:maj,02_BN3-119-G_comp_hex.wav,1
file_26695.wav,processed_audio/,D:maj,02_BN3-119-G_comp_hex.wav,1
file_26696.wav,processed_audio/,E:min,02_BN3-119-G_comp_hex.wav,0
file_26697.wav,processed_audio/,B:min,02_BN3-119-G_comp_hex.wav,0
file_26698.wav,processed_audio/,C:maj,02_BN3-119-G_comp_hex.wav,1
file_26699.wav,processed_audio/,G:maj,02_BN3-119-G_comp_hex.wav,1
file_26700.wav,processed_audio/,C:maj,02_BN3-119-G_comp_hex.wav,1
file_26701.wav,processed_audio/,D:maj,02_BN3-119-G_comp_hex.wav,1
file_26702.wav,processed_audio/,G:maj,02_BN3-119-G_comp_hex.wav,1
file_26703.wav,processed_audio/,D:maj,02_BN3-119-G_comp_hex.wav,1
file_26704.wav,processed_audio/,E:min,02_BN3-119-G_comp_hex.wav,0
file_26705.wav,processed_audio/,B:min,02_BN3-119-G_comp_hex.wav,0
file_26706.wav,processed_audio/,C:maj,02_BN3-119-G_comp_hex.wav,1
file_26707.wav,processed_audio/,G:maj,02_BN3-119-G_comp_hex.wav,1
file_26708.wav,processed_audio/,C:maj,02_BN3-119-G_comp_hex.wav,1
file_26709.wav,processed_audio/,D:maj,02_BN3-119-G_comp_hex.wav,1
