Filename,Loc,Acorde,Arquivo Original
file_3891.wav,processed_audio/,B:maj,01_BN3-154-E_comp_hex.wav
file_4432.wav,processed_audio/,B:min,02_Jazz2-187-F#_comp_hex.wav
file_4433.wav,processed_audio/,E:7,02_Jazz2-187-F#_comp_hex.wav
file_4434.wav,processed_audio/,A:maj,02_Jazz2-187-F#_comp_hex.wav
file_4435.wav,processed_audio/,D:maj,02_Jazz2-187-F#_comp_hex.wav
file_4436.wav,processed_audio/,G#:hdim7,02_Jazz2-187-F#_comp_hex.wav
file_4437.wav,processed_audio/,C#:7,02_Jazz2-187-F#_comp_hex.wav
file_4438.wav,processed_audio/,F#:min,02_Jazz2-187-F#_comp_hex.wav
file_4439.wav,processed_audio/,B:min,02_Jazz2-187-F#_comp_hex.wav
file_4440.wav,processed_audio/,E:7,02_Jazz2-187-F#_comp_hex.wav
file_4441.wav,processed_audio/,A:maj,02_Jazz2-187-F#_comp_hex.wav
file_4442.wav,processed_audio/,D:maj,02_Jazz2-187-F#_comp_hex.wav
file_4443.wav,processed_audio/,G#:hdim7,02_Jazz2-187-F#_comp_hex.wav
file_4444.wav,processed_audio/,C#:7,02_Jazz2-187-F#_comp_hex.wav
file_4445.wav,processed_audio/,F#:min,02_Jazz2-187-F#_comp_hex.wav
file_5380.wav,processed_audio/,C#:min,02_BN2-166-Ab_comp_hex.wav
file_5381.wav,processed_audio/,F#:7,02_BN2-166-Ab_comp_hex.wav
file_5382.wav,processed_audio/,B:maj,02_BN2-166-Ab_comp_hex.wav
file_5383.wav,processed_audio/,E:maj,02_BN2-166-Ab_comp_hex.wav
file_5384.wav,processed_audio/,A#:hdim7,02_BN2-166-Ab_comp_hex.wav
file_5385.wav,processed_audio/,D#:7,02_BN2-166-Ab_comp_hex.wav
file_5386.wav,processed_audio/,G#:min,02_BN2-166-Ab_comp_hex.wav
file_5387.wav,processed_audio/,C#:min,02_BN2-166-Ab_comp_hex.wav
file_5388.wav,processed_audio/,F#:7,02_BN2-166-Ab_comp_hex.wav
file_5389.wav,processed_audio/,B:maj,02_BN2-166-Ab_comp_hex.wav
file_5390.wav,processed_audio/,E:maj,02_BN2-166-Ab_comp_hex.wav
file_5391.wav,processed_audio/,A#:hdim7,02_BN2-166-Ab_comp_hex.wav
file_5392.wav,processed_audio/,D#:7,02_BN2-166-Ab_comp_hex.wav
file_5393.wav,processed_audio/,G#:min,02_BN2-166-Ab_comp_hex.wav
file_6530.wav,processed_audio/,C#:maj,01_Funk3-112-C#_comp_hex.wav
file_6531.wav,processed_audio/,G#:maj,01_Funk3-112-C#_comp_hex.wav
file_6532.wav,processed_audio/,A#:min,01_Funk3-112-C#_comp_hex.wav
file_6533.wav,processed_audio/,F:min,01_Funk3-112-C#_comp_hex.wav
file_6534.wav,processed_audio/,F#:maj,01_Funk3-112-C#_comp_hex.wav
file_6535.wav,processed_audio/,C#:maj,01_Funk3-112-C#_comp_hex.wav
file_6536.wav,processed_audio/,F#:maj,01_Funk3-112-C#_comp_hex.wav
file_6537.wav,processed_audio/,G#:maj,01_Funk3-112-C#_comp_hex.wav
file_6538.wav,processed_audio/,C#:maj,01_Funk3-112-C#_comp_hex.wav
file_6539.wav,processed_audio/,G#:maj,01_Funk3-112-C#_comp_hex.wav
file_6540.wav,processed_audio/,A#:min,01_Funk3-112-C#_comp_hex.wav
file_6541.wav,processed_audio/,F:min,01_Funk3-112-C#_comp_hex.wav
file_6542.wav,processed_audio/,F#:maj,01_Funk3-112-C#_comp_hex.wav
file_6543.wav,processed_audio/,C#:maj,01_Funk3-112-C#_comp_hex.wav
file_6544.wav,processed_audio/,F#:maj,01_Funk3-112-C#_comp_hex.wav
file_6545.wav,processed_audio/,G#:maj,01_Funk3-112-C#_comp_hex.wav
file_7380.wav,processed_audio/,D#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7381.wav,processed_audio/,A#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7382.wav,processed_audio/,C:min,03_Jazz3-137-Eb_comp_hex.wav
file_7383.wav,processed_audio/,G:min,03_Jazz3-137-Eb_comp_hex.wav
file_7384.wav,processed_audio/,G#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7385.wav,processed_audio/,D#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7386.wav,processed_audio/,G#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7387.wav,processed_audio/,A#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7388.wav,processed_audio/,D#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7389.wav,processed_audio/,A#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7390.wav,processed_audio/,C:min,03_Jazz3-137-Eb_comp_hex.wav
file_7391.wav,processed_audio/,G:min,03_Jazz3-137-Eb_comp_hex.wav
file_7392.wav,processed_audio/,G#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7393.wav,processed_audio/,D#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7394.wav,processed_audio/,G#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_7395.wav,processed_audio/,A#:maj,03_Jazz3-137-Eb_comp_hex.wav
file_8155.wav,processed_audio/,G#:maj,03_Funk1-114-Ab_comp_hex.wav
file_8156.wav,processed_audio/,C#:maj,03_Funk1-114-Ab_comp_hex.wav
file_8157.wav,processed_audio/,G#:maj,03_Funk1-114-Ab_comp_hex.wav
file_8158.wav,processed_audio/,D#:maj,03_Funk1-114-Ab_comp_hex.wav
file_8159.wav,processed_audio/,C#:maj,03_Funk1-114-Ab_comp_hex.wav
file_8160.wav,processed_audio/,G#:maj,03_Funk1-114-Ab_comp_hex.wav
file_9600.wav,processed_audio/,D:maj,01_Jazz1-130-D_comp_hex.wav
file_9601.wav,processed_audio/,G:maj,01_Jazz1-130-D_comp_hex.wav
file_9602.wav,processed_audio/,D:maj,01_Jazz1-130-D_comp_hex.wav
file_9603.wav,processed_audio/,A:maj,01_Jazz1-130-D_comp_hex.wav
file_9604.wav,processed_audio/,G:maj,01_Jazz1-130-D_comp_hex.wav
file_9605.wav,processed_audio/,D:maj,01_Jazz1-130-D_comp_hex.wav
file_10430.wav,processed_audio/,C#:min,02_SS2-107-Ab_comp_hex.wav
file_10431.wav,processed_audio/,F#:7,02_SS2-107-Ab_comp_hex.wav
file_10432.wav,processed_audio/,B:maj,02_SS2-107-Ab_comp_hex.wav
file_10433.wav,processed_audio/,E:maj,02_SS2-107-Ab_comp_hex.wav
file_10434.wav,processed_audio/,A#:hdim7,02_SS2-107-Ab_comp_hex.wav
file_10435.wav,processed_audio/,D#:7,02_SS2-107-Ab_comp_hex.wav
file_10436.wav,processed_audio/,G#:min,02_SS2-107-Ab_comp_hex.wav
file_10437.wav,processed_audio/,C#:min,02_SS2-107-Ab_comp_hex.wav
file_10438.wav,processed_audio/,F#:7,02_SS2-107-Ab_comp_hex.wav
file_10439.wav,processed_audio/,B:maj,02_SS2-107-Ab_comp_hex.wav
file_10440.wav,processed_audio/,E:maj,02_SS2-107-Ab_comp_hex.wav
file_10441.wav,processed_audio/,A#:hdim7,02_SS2-107-Ab_comp_hex.wav
file_10442.wav,processed_audio/,D#:7,02_SS2-107-Ab_comp_hex.wav
file_10443.wav,processed_audio/,G#:min,02_SS2-107-Ab_comp_hex.wav
file_11824.wav,processed_audio/,A#:maj,01_Rock3-117-Bb_comp_hex.wav
file_11825.wav,processed_audio/,F:maj,01_Rock3-117-Bb_comp_hex.wav
file_11826.wav,processed_audio/,G:min,01_Rock3-117-Bb_comp_hex.wav
file_11827.wav,processed_audio/,D:min,01_Rock3-117-Bb_comp_hex.wav
file_11828.wav,processed_audio/,D#:maj,01_Rock3-117-Bb_comp_hex.wav
file_11829.wav,processed_audio/,A#:maj,01_Rock3-117-Bb_comp_hex.wav
file_11830.wav,processed_audio/,D#:maj,01_Rock3-117-Bb_comp_hex.wav
file_11831.wav,processed_audio/,F:maj,01_Rock3-117-Bb_comp_hex.wav
file_11832.wav,processed_audio/,A#:maj,01_Rock3-117-Bb_comp_hex.wav
file_11833.wav,processed_audio/,F:maj,01_Rock3-117-Bb_comp_hex.wav
file_11834.wav,processed_audio/,G:min,01_Rock3-117-Bb_comp_hex.wav
file_11835.wav,processed_audio/,D:min,01_Rock3-117-Bb_comp_hex.wav
file_11836.wav,processed_audio/,D#:maj,01_Rock3-117-Bb_comp_hex.wav
file_11837.wav,processed_audio/,A#:maj,01_Rock3-117-Bb_comp_hex.wav
file_11838.wav,processed_audio/,D#:maj,01_Rock3-117-Bb_comp_hex.wav
file_11839.wav,processed_audio/,F:maj,01_Rock3-117-Bb_comp_hex.wav
file_12667.wav,processed_audio/,A#:min,00_Rock2-85-F_comp_hex.wav
file_12668.wav,processed_audio/,D#:7,00_Rock2-85-F_comp_hex.wav
file_12669.wav,processed_audio/,G#:maj,00_Rock2-85-F_comp_hex.wav
file_12670.wav,processed_audio/,C#:maj,00_Rock2-85-F_comp_hex.wav
file_12671.wav,processed_audio/,G:hdim7,00_Rock2-85-F_comp_hex.wav
file_12672.wav,processed_audio/,C:7,00_Rock2-85-F_comp_hex.wav
file_12673.wav,processed_audio/,F:min,00_Rock2-85-F_comp_hex.wav
file_12674.wav,processed_audio/,A#:min,00_Rock2-85-F_comp_hex.wav
file_12675.wav,processed_audio/,D#:7,00_Rock2-85-F_comp_hex.wav
file_12676.wav,processed_audio/,G#:maj,00_Rock2-85-F_comp_hex.wav
file_12677.wav,processed_audio/,C#:maj,00_Rock2-85-F_comp_hex.wav
file_12678.wav,processed_audio/,G:hdim7,00_Rock2-85-F_comp_hex.wav
file_12679.wav,processed_audio/,C:7,00_Rock2-85-F_comp_hex.wav
file_12680.wav,processed_audio/,F:min,00_Rock2-85-F_comp_hex.wav
file_13705.wav,processed_audio/,E:maj,04_SS1-68-E_comp_hex.wav
file_13706.wav,processed_audio/,A:maj,04_SS1-68-E_comp_hex.wav
file_13707.wav,processed_audio/,E:maj,04_SS1-68-E_comp_hex.wav
file_13708.wav,processed_audio/,B:maj,04_SS1-68-E_comp_hex.wav
file_13709.wav,processed_audio/,A:maj,04_SS1-68-E_comp_hex.wav
file_13710.wav,processed_audio/,E:maj,04_SS1-68-E_comp_hex.wav
file_14486.wav,processed_audio/,G#:min,02_Funk2-108-Eb_comp_hex.wav
file_14487.wav,processed_audio/,C#:7,02_Funk2-108-Eb_comp_hex.wav
file_14488.wav,processed_audio/,F#:maj,02_Funk2-108-Eb_comp_hex.wav
file_14489.wav,processed_audio/,B:maj,02_Funk2-108-Eb_comp_hex.wav
file_14490.wav,processed_audio/,F:hdim7,02_Funk2-108-Eb_comp_hex.wav
file_14491.wav,processed_audio/,A#:7,02_Funk2-108-Eb_comp_hex.wav
file_14492.wav,processed_audio/,D#:min,02_Funk2-108-Eb_comp_hex.wav
file_14493.wav,processed_audio/,G#:min,02_Funk2-108-Eb_comp_hex.wav
file_14494.wav,processed_audio/,C#:7,02_Funk2-108-Eb_comp_hex.wav
file_14495.wav,processed_audio/,F#:maj,02_Funk2-108-Eb_comp_hex.wav
file_14496.wav,processed_audio/,B:maj,02_Funk2-108-Eb_comp_hex.wav
file_14497.wav,processed_audio/,F:hdim7,02_Funk2-108-Eb_comp_hex.wav
file_14498.wav,processed_audio/,A#:7,02_Funk2-108-Eb_comp_hex.wav
file_14499.wav,processed_audio/,D#:min,02_Funk2-108-Eb_comp_hex.wav
file_15503.wav,processed_audio/,G:maj,01_BN3-119-G_comp_hex.wav
file_15504.wav,processed_audio/,D:maj,01_BN3-119-G_comp_hex.wav
file_15505.wav,processed_audio/,E:min,01_BN3-119-G_comp_hex.wav
file_15506.wav,processed_audio/,B:min,01_BN3-119-G_comp_hex.wav
file_15507.wav,processed_audio/,C:maj,01_BN3-119-G_comp_hex.wav
file_15508.wav,processed_audio/,G:maj,01_BN3-119-G_comp_hex.wav
file_15509.wav,processed_audio/,C:maj,01_BN3-119-G_comp_hex.wav
file_15510.wav,processed_audio/,D:maj,01_BN3-119-G_comp_hex.wav
file_15511.wav,processed_audio/,G:maj,01_BN3-119-G_comp_hex.wav
file_15512.wav,processed_audio/,D:maj,01_BN3-119-G_comp_hex.wav
file_15513.wav,processed_audio/,E:min,01_BN3-119-G_comp_hex.wav
file_15514.wav,processed_audio/,B:min,01_BN3-119-G_comp_hex.wav
file_15515.wav,processed_audio/,C:maj,01_BN3-119-G_comp_hex.wav
file_15516.wav,processed_audio/,G:maj,01_BN3-119-G_comp_hex.wav
file_15517.wav,processed_audio/,C:maj,01_BN3-119-G_comp_hex.wav
file_15518.wav,processed_audio/,D:maj,01_BN3-119-G_comp_hex.wav
file_16866.wav,processed_audio/,C:maj,03_Rock3-148-C_comp_hex.wav
file_16867.wav,processed_audio/,G:maj,03_Rock3-148-C_comp_hex.wav
file_16868.wav,processed_audio/,A:min,03_Rock3-148-C_comp_hex.wav
file_16869.wav,processed_audio/,E:min,03_Rock3-148-C_comp_hex.wav
file_16870.wav,processed_audio/,F:maj,03_Rock3-148-C_comp_hex.wav
file_16871.wav,processed_audio/,C:maj,03_Rock3-148-C_comp_hex.wav
file_16872.wav,processed_audio/,F:maj,03_Rock3-148-C_comp_hex.wav
file_16873.wav,processed_audio/,G:maj,03_Rock3-148-C_comp_hex.wav
file_16874.wav,processed_audio/,C:maj,03_Rock3-148-C_comp_hex.wav
file_16875.wav,processed_audio/,G:maj,03_Rock3-148-C_comp_hex.wav
file_16876.wav,processed_audio/,A:min,03_Rock3-148-C_comp_hex.wav
file_16877.wav,processed_audio/,E:min,03_Rock3-148-C_comp_hex.wav
file_16878.wav,processed_audio/,F:maj,03_Rock3-148-C_comp_hex.wav
file_16879.wav,processed_audio/,C:maj,03_Rock3-148-C_comp_hex.wav
file_16880.wav,processed_audio/,F:maj,03_Rock3-148-C_comp_hex.wav
file_16881.wav,processed_audio/,G:maj,03_Rock3-148-C_comp_hex.wav
file_17304.wav,processed_audio/,C:maj,02_SS3-98-C_comp_hex.wav
file_17305.wav,processed_audio/,G:maj,02_SS3-98-C_comp_hex.wav
file_17306.wav,processed_audio/,A:min,02_SS3-98-C_comp_hex.wav
file_17307.wav,processed_audio/,E:min,02_SS3-98-C_comp_hex.wav
file_17308.wav,processed_audio/,F:maj,02_SS3-98-C_comp_hex.wav
file_17309.wav,processed_audio/,C:maj,02_SS3-98-C_comp_hex.wav
file_17310.wav,processed_audio/,F:maj,02_SS3-98-C_comp_hex.wav
file_17311.wav,processed_audio/,G:maj,02_SS3-98-C_comp_hex.wav
file_17312.wav,processed_audio/,C:maj,02_SS3-98-C_comp_hex.wav
file_17313.wav,processed_audio/,G:maj,02_SS3-98-C_comp_hex.wav
file_17314.wav,processed_audio/,A:min,02_SS3-98-C_comp_hex.wav
file_17315.wav,processed_audio/,E:min,02_SS3-98-C_comp_hex.wav
file_17316.wav,processed_audio/,F:maj,02_SS3-98-C_comp_hex.wav
file_17317.wav,processed_audio/,C:maj,02_SS3-98-C_comp_hex.wav
file_17318.wav,processed_audio/,F:maj,02_SS3-98-C_comp_hex.wav
file_17319.wav,processed_audio/,G:maj,02_SS3-98-C_comp_hex.wav
file_18500.wav,processed_audio/,A:maj,03_Rock1-130-A_comp_hex.wav
file_18501.wav,processed_audio/,D:maj,03_Rock1-130-A_comp_hex.wav
file_18502.wav,processed_audio/,A:maj,03_Rock1-130-A_comp_hex.wav
file_18503.wav,processed_audio/,E:maj,03_Rock1-130-A_comp_hex.wav
file_18504.wav,processed_audio/,D:maj,03_Rock1-130-A_comp_hex.wav
file_18505.wav,processed_audio/,A:maj,03_Rock1-130-A_comp_hex.wav
file_19761.wav,processed_audio/,D#:min,00_Jazz2-110-Bb_comp_hex.wav
file_19762.wav,processed_audio/,G#:7,00_Jazz2-110-Bb_comp_hex.wav
file_19763.wav,processed_audio/,C#:maj,00_Jazz2-110-Bb_comp_hex.wav
file_19764.wav,processed_audio/,F#:maj,00_Jazz2-110-Bb_comp_hex.wav
file_19765.wav,processed_audio/,C:hdim7,00_Jazz2-110-Bb_comp_hex.wav
file_19766.wav,processed_audio/,F:7,00_Jazz2-110-Bb_comp_hex.wav
file_19767.wav,processed_audio/,A#:min,00_Jazz2-110-Bb_comp_hex.wav
file_19768.wav,processed_audio/,D#:min,00_Jazz2-110-Bb_comp_hex.wav
file_19769.wav,processed_audio/,G#:7,00_Jazz2-110-Bb_comp_hex.wav
file_19770.wav,processed_audio/,C#:maj,00_Jazz2-110-Bb_comp_hex.wav
file_19771.wav,processed_audio/,F#:maj,00_Jazz2-110-Bb_comp_hex.wav
file_19772.wav,processed_audio/,C:hdim7,00_Jazz2-110-Bb_comp_hex.wav
file_19773.wav,processed_audio/,F:7,00_Jazz2-110-Bb_comp_hex.wav
file_19774.wav,processed_audio/,A#:min,00_Jazz2-110-Bb_comp_hex.wav
file_2061.wav,processed_audio/,E:maj,05_BN3-154-E_comp_hex.wav
file_2062.wav,processed_audio/,B:maj,05_BN3-154-E_comp_hex.wav
file_2063.wav,processed_audio/,C#:min,05_BN3-154-E_comp_hex.wav
file_2064.wav,processed_audio/,G#:min,05_BN3-154-E_comp_hex.wav
file_2065.wav,processed_audio/,A:maj,05_BN3-154-E_comp_hex.wav
file_2066.wav,processed_audio/,E:maj,05_BN3-154-E_comp_hex.wav
file_2067.wav,processed_audio/,A:maj,05_BN3-154-E_comp_hex.wav
file_2068.wav,processed_audio/,B:maj,05_BN3-154-E_comp_hex.wav
file_2069.wav,processed_audio/,E:maj,05_BN3-154-E_comp_hex.wav
file_2070.wav,processed_audio/,B:maj,05_BN3-154-E_comp_hex.wav
file_2071.wav,processed_audio/,C#:min,05_BN3-154-E_comp_hex.wav
file_2072.wav,processed_audio/,G#:min,05_BN3-154-E_comp_hex.wav
file_2073.wav,processed_audio/,A:maj,05_BN3-154-E_comp_hex.wav
file_2074.wav,processed_audio/,E:maj,05_BN3-154-E_comp_hex.wav
file_2075.wav,processed_audio/,A:maj,05_BN3-154-E_comp_hex.wav
file_2076.wav,processed_audio/,B:maj,05_BN3-154-E_comp_hex.wav
file_21557.wav,processed_audio/,G#:min,05_Funk2-108-Eb_comp_hex.wav
file_21558.wav,processed_audio/,C#:7,05_Funk2-108-Eb_comp_hex.wav
file_21559.wav,processed_audio/,F#:maj,05_Funk2-108-Eb_comp_hex.wav
file_21560.wav,processed_audio/,B:maj,05_Funk2-108-Eb_comp_hex.wav
file_21561.wav,processed_audio/,F:hdim7,05_Funk2-108-Eb_comp_hex.wav
file_21562.wav,processed_audio/,A#:7,05_Funk2-108-Eb_comp_hex.wav
file_21563.wav,processed_audio/,D#:min,05_Funk2-108-Eb_comp_hex.wav
file_21564.wav,processed_audio/,G#:min,05_Funk2-108-Eb_comp_hex.wav
file_21565.wav,processed_audio/,C#:7,05_Funk2-108-Eb_comp_hex.wav
file_21566.wav,processed_audio/,F#:maj,05_Funk2-108-Eb_comp_hex.wav
file_21567.wav,processed_audio/,B:maj,05_Funk2-108-Eb_comp_hex.wav
file_21568.wav,processed_audio/,F:hdim7,05_Funk2-108-Eb_comp_hex.wav
file_21569.wav,processed_audio/,A#:7,05_Funk2-108-Eb_comp_hex.wav
file_21570.wav,processed_audio/,D#:min,05_Funk2-108-Eb_comp_hex.wav
file_22841.wav,processed_audio/,A#:min,04_Rock2-85-F_comp_hex.wav
file_22842.wav,processed_audio/,D#:7,04_Rock2-85-F_comp_hex.wav
file_22843.wav,processed_audio/,G#:maj,04_Rock2-85-F_comp_hex.wav
file_22844.wav,processed_audio/,C#:maj,04_Rock2-85-F_comp_hex.wav
file_22845.wav,processed_audio/,G:hdim7,04_Rock2-85-F_comp_hex.wav
file_22846.wav,processed_audio/,C:7,04_Rock2-85-F_comp_hex.wav
file_22847.wav,processed_audio/,F:min,04_Rock2-85-F_comp_hex.wav
file_22848.wav,processed_audio/,A#:min,04_Rock2-85-F_comp_hex.wav
file_22849.wav,processed_audio/,D#:7,04_Rock2-85-F_comp_hex.wav
file_22850.wav,processed_audio/,G#:maj,04_Rock2-85-F_comp_hex.wav
file_22851.wav,processed_audio/,C#:maj,04_Rock2-85-F_comp_hex.wav
file_22852.wav,processed_audio/,G:hdim7,04_Rock2-85-F_comp_hex.wav
file_22853.wav,processed_audio/,C:7,04_Rock2-85-F_comp_hex.wav
file_22854.wav,processed_audio/,F:min,04_Rock2-85-F_comp_hex.wav
file_23673.wav,processed_audio/,C#:maj,00_Rock1-90-C#_comp_hex.wav
file_23674.wav,processed_audio/,F#:maj,00_Rock1-90-C#_comp_hex.wav
file_23675.wav,processed_audio/,C#:maj,00_Rock1-90-C#_comp_hex.wav
file_23676.wav,processed_audio/,G#:maj,00_Rock1-90-C#_comp_hex.wav
file_23677.wav,processed_audio/,F#:maj,00_Rock1-90-C#_comp_hex.wav
file_23678.wav,processed_audio/,C#:maj,00_Rock1-90-C#_comp_hex.wav
file_2434.wav,processed_audio/,A#:min,03_SS2-88-F_comp_hex.wav
file_2435.wav,processed_audio/,D#:7,03_SS2-88-F_comp_hex.wav
file_2436.wav,processed_audio/,G#:maj,03_SS2-88-F_comp_hex.wav
file_2437.wav,processed_audio/,C#:maj,03_SS2-88-F_comp_hex.wav
file_2438.wav,processed_audio/,G:hdim7,03_SS2-88-F_comp_hex.wav
file_2439.wav,processed_audio/,C:7,03_SS2-88-F_comp_hex.wav
file_2440.wav,processed_audio/,F:min,03_SS2-88-F_comp_hex.wav
file_2441.wav,processed_audio/,A#:min,03_SS2-88-F_comp_hex.wav
file_2442.wav,processed_audio/,D#:7,03_SS2-88-F_comp_hex.wav
file_2443.wav,processed_audio/,G#:maj,03_SS2-88-F_comp_hex.wav
file_2444.wav,processed_audio/,C#:maj,03_SS2-88-F_comp_hex.wav
file_2445.wav,processed_audio/,G:hdim7,03_SS2-88-F_comp_hex.wav
file_2446.wav,processed_audio/,C:7,03_SS2-88-F_comp_hex.wav
file_2447.wav,processed_audio/,F:min,03_SS2-88-F_comp_hex.wav
file_25677.wav,processed_audio/,C#:maj,02_SS1-100-C#_comp_hex.wav
file_25678.wav,processed_audio/,F#:maj,02_SS1-100-C#_comp_hex.wav
file_25679.wav,processed_audio/,C#:maj,02_SS1-100-C#_comp_hex.wav
file_25680.wav,processed_audio/,G#:maj,02_SS1-100-C#_comp_hex.wav
file_25681.wav,processed_audio/,F#:maj,02_SS1-100-C#_comp_hex.wav
file_25682.wav,processed_audio/,C#:maj,02_SS1-100-C#_comp_hex.wav
file_26694.wav,processed_audio/,G:maj,02_BN3-119-G_comp_hex.wav
file_26695.wav,processed_audio/,D:maj,02_BN3-119-G_comp_hex.wav
file_26696.wav,processed_audio/,E:min,02_BN3-119-G_comp_hex.wav
file_26697.wav,processed_audio/,B:min,02_BN3-119-G_comp_hex.wav
file_26698.wav,processed_audio/,C:maj,02_BN3-119-G_comp_hex.wav
file_26699.wav,processed_audio/,G:maj,02_BN3-119-G_comp_hex.wav
file_26700.wav,processed_audio/,C:maj,02_BN3-119-G_comp_hex.wav
file_26701.wav,processed_audio/,D:maj,02_BN3-119-G_comp_hex.wav
file_26702.wav,processed_audio/,G:maj,02_BN3-119-G_comp_hex.wav
file_26703.wav,processed_audio/,D:maj,02_BN3-119-G_comp_hex.wav
file_26704.wav,processed_audio/,E:min,02_BN3-119-G_comp_hex.wav
file_26705.wav,processed_audio/,B:min,02_BN3-119-G_comp_hex.wav
file_26706.wav,processed_audio/,C:maj,02_BN3-119-G_comp_hex.wav
file_26707.wav,processed_audio/,G:maj,02_BN3-119-G_comp_hex.wav
file_26708.wav,processed_audio/,C:maj,02_BN3-119-G_comp_hex.wav
file_26709.wav,processed_audio/,D:maj,02_BN3-119-G_comp_hex.wav
file_27581.wav,processed_audio/,C#:maj,04_Rock1-90-C#_comp_hex.wav
file_27582.wav,processed_audio/,F#:maj,04_Rock1-90-C#_comp_hex.wav
file_27583.wav,processed_audio/,C#:maj,04_Rock1-90-C#_comp_hex.wav
file_27584.wav,processed_audio/,G#:maj,04_Rock1-90-C#_comp_hex.wav
file_27585.wav,processed_audio/,F#:maj,04_Rock1-90-C#_comp_hex.wav
file_27586.wav,processed_audio/,C#:maj,04_Rock1-90-C#_comp_hex.wav
file_28649.wav,processed_audio/,C:min,02_Funk2-119-G_comp_hex.wav
file_28650.wav,processed_audio/,F:7,02_Funk2-119-G_comp_hex.wav
file_28651.wav,processed_audio/,A#:maj,02_Funk2-119-G_comp_hex.wav
file_28652.wav,processed_audio/,D#:maj,02_Funk2-119-G_comp_hex.wav
file_28653.wav,processed_audio/,A:hdim7,02_Funk2-119-G_comp_hex.wav
file_28654.wav,processed_audio/,D:7,02_Funk2-119-G_comp_hex.wav
file_28655.wav,processed_audio/,G:min,02_Funk2-119-G_comp_hex.wav
file_28656.wav,processed_audio/,C:min,02_Funk2-119-G_comp_hex.wav
file_28657.wav,processed_audio/,F:7,02_Funk2-119-G_comp_hex.wav
file_28658.wav,processed_audio/,A#:maj,02_Funk2-119-G_comp_hex.wav
